,precision,recall,f1-score,support
188,0.46153846153846156,0.15789473684210525,0.23529411764705882,38.0
189,0.1518987341772152,0.5714285714285714,0.24,42.0
190,0.22302158273381295,0.6739130434782609,0.33513513513513515,46.0
191,0.6666666666666666,0.046511627906976744,0.08695652173913043,43.0
192,0.37254901960784315,0.8444444444444444,0.5170068027210885,45.0
193,0.3333333333333333,0.07317073170731707,0.12,41.0
194,0.2073170731707317,0.3953488372093023,0.272,43.0
195,0.8333333333333334,0.5,0.625,40.0
accuracy,0.29449073498321104,0.29449073498321104,0.29449073498321104,0.29449073498321104
macro avg,0.3649227439510322,0.29358306520742933,0.28092003043896135,8041.0
weighted avg,0.36145153017139875,0.29449073498321104,0.2800615575974493,8041.0
